request_id,conversation_id,period,created_at,employee_id,employee_department,category,topic,question_text,route,answer_source,knowledge_version,user_confirmed_resolved,resolution_type,recontact_within_24h,peer_reask,feedback_score,response_seconds,input_tokens,output_tokens,api_call_count,retry_count,status_code,error_type,api_cost_krw
R001899,C01899,month3,2026-08-05 06:39:00,E0052,기획,인사,복지,복지포인트 사용 방법 알려줘,RAG,RAG,복지_guide_v2,1,chatbot,0,1,4.9,4.08,1663,240,1,0,200,,3.34
R001900,C01900,month3,2026-08-19 02:37:00,E0022,디자인,일반규정,교육,사내 교육 신청 방법 알려줘,LLM,LLM,,0,document,0,0,3.1,5.51,1721,445,1,0,200,,4.28
R001901,C01901,month3,2026-08-08 11:04:00,E0242,인사,재무,경비,경비 처리 절차 알려줘,FAQ,FAQ,faq_경비_v2,1,chatbot,0,0,3.7,0.44,0,0,0,0,200,,0.0
R001902,C01902,month3,2026-08-22 07:44:00,E0255,디자인,재무,경비,경비 처리 절차 알려줘,LLM,LLM,,0,department,0,1,3.0,3.74,2131,292,1,0,200,,4.21
R001903,C01903,month3,2026-08-29 13:17:00,E0071,개발,총무,비품,사무용 비품 신청 방법 알려줘,RULE,RULE,,0,coworker,0,0,2.2,0.28,0,0,0,0,200,,0.0
R001904,C01904,month3,2026-08-12 03:04:00,E0009,디자인,IT,계정,계정 잠금 해제 방법 알려줘,FAQ,FAQ,faq_계정_v2,1,chatbot,0,0,3.9,0.61,0,0,0,0,200,,0.0
R001905,C01905,month3,2026-08-29 01:02:00,E0196,디자인,총무,회의실,회의실 예약 방법 알려줘,FAQ,FAQ,faq_회의실_v2,1,chatbot,1,0,4.4,0.47,0,0,0,0,200,,0.0
R001906,C01906,month3,2026-08-05 10:22:00,E0005,개발,일반규정,보안,자료 반출 기준 알려줘,LLM,LLM,,1,chatbot,0,1,4.0,5.47,1787,376,1,0,200,,4.08
R001907,C01907,month3,2026-08-13 05:35:00,E0163,기획,인사,근태,근태 수정 절차 알려줘,LLM,LLM,,0,coworker,0,1,1.8,5.1,1242,256,2,1,200,,5.63
R001908,C01908,month3,2026-08-17 11:38:00,E0158,IT운영,총무,비품,사무용 비품 신청 방법 알려줘,RULE,RULE,,0,document,0,0,2.1,0.42,0,0,0,0,200,,0.0
R001909,C01909,month3,2026-08-09 14:16:00,E0112,영업,인사,연차,연차 신청 방법 알려줘,LLM,LLM,,0,department,0,0,1.8,5.38,1176,505,1,0,200,,3.77
R001910,C01910,month3,2026-08-19 21:37:00,E0007,인사,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,FAQ,FAQ,faq_프로그램 설치_v2,1,chatbot,0,1,4.6,0.6,0,0,0,0,200,,0.0
R001911,C01911,month3,2026-08-28 01:42:00,E0151,재무,재무,출장비,출장비 정산 기준 알려줘,LLM,LLM,,1,chatbot,0,0,3.8,5.23,1391,390,1,0,200,,3.59
R001912,C01912,month3,2026-08-19 03:08:00,E0239,기획,IT,네트워크,사내 인터넷 연결이 불안정해,LLM,LLM,,0,document,0,0,3.3,6.44,2052,416,1,0,200,,4.62
R001913,C01913,month3,2026-08-15 06:20:00,E0116,인사,인사,복지,복지포인트 사용 방법 알려줘,RULE,RULE,,0,department,0,1,3.3,0.39,0,0,0,0,200,,0.0
R001914,C01914,month3,2026-08-26 11:44:00,E0216,인사,인사,복지,복지포인트 사용 방법 알려줘,LLM,LLM,,0,unresolved,0,0,3.6,6.55,2045,407,1,0,200,,4.57
R001915,C01915,month3,2026-08-15 00:06:00,E0204,디자인,총무,택배/우편,사내 우편 발송 절차 알려줘,LLM,LLM,,1,chatbot,0,0,3.9,5.92,1997,339,1,0,200,,4.22
R001916,C01916,month3,2026-08-18 16:39:00,E0129,재무,IT,VPN,VPN 설치/접속 방법 알려줘,LLM,LLM,,0,coworker,0,1,3.0,4.1,1129,582,1,0,200,,4.03
R001917,C01917,month3,2026-08-08 11:51:00,E0133,디자인,IT,VPN,VPN 설치/접속 방법 알려줘,FAQ,FAQ,faq_VPN_v2,1,chatbot,0,0,4.5,0.87,0,0,0,0,200,,0.0
R001918,C01918,month3,2026-08-14 06:01:00,E0044,디자인,IT,네트워크,사내 인터넷 연결이 불안정해,LLM,LLM,,0,unresolved,1,1,2.7,6.56,1295,512,2,1,200,,7.93
R001919,C01919,month3,2026-08-18 06:56:00,E0083,재무,일반규정,교육,사내 교육 신청 방법 알려줘,LLM,LLM,,0,department,0,0,3.1,6.03,2147,408,1,0,200,,4.72
R001920,C01920,month3,2026-08-26 18:58:00,E0231,고객지원,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,RAG,RAG,프로그램 설치_guide_v2,1,chatbot,0,0,3.8,3.97,890,377,1,0,200,,2.83
R001921,C01921,month3,2026-08-04 16:58:00,E0202,기획,IT,VPN,VPN 설치/접속 방법 알려줘,LLM,LLM,,0,department,1,0,2.7,6.01,1988,481,1,0,200,,4.8
R001922,C01922,month3,2026-08-13 02:10:00,E0055,인사,재무,경비,경비 처리 절차 알려줘,FAQ,FAQ,faq_경비_v2,1,chatbot,1,0,3.7,0.21,0,0,0,0,200,,0.0
R001923,C01923,month3,2026-08-13 14:01:00,E0164,재무,재무,경비,경비 처리 절차 알려줘,LLM,LLM,,1,chatbot,0,0,4.5,2.98,1475,455,1,0,200,,3.98
R001924,C01924,month3,2026-08-20 16:39:00,E0157,개발,재무,출장비,출장비 정산 기준 알려줘,FAQ,FAQ,faq_출장비_v2,1,chatbot,1,1,3.3,0.64,0,0,0,0,200,,0.0
R001925,C01925,month3,2026-08-06 09:46:00,E0107,기획,인사,근태,근태 수정 절차 알려줘,RAG,RAG,근태_guide_v2,0,coworker,1,0,1.1,4.91,1183,222,1,0,200,,2.59
R001926,C01926,month3,2026-08-29 10:36:00,E0184,고객지원,인사,급여,급여 지급/명세서 확인 방법 알려줘,RAG,RAG,급여_guide_v2,1,chatbot,1,1,3.4,2.51,1185,353,1,0,200,,3.14
R001927,C01927,month3,2026-08-20 14:42:00,E0095,개발,총무,택배/우편,사내 우편 발송 절차 알려줘,RAG,RAG,택배/우편_guide_v2,0,coworker,0,0,2.8,3.51,974,262,1,0,200,,2.46
R001928,C01928,month3,2026-08-15 22:09:00,E0155,디자인,IT,네트워크,사내 인터넷 연결이 불안정해,RAG,RAG,네트워크_guide_v2,0,department,0,0,3.4,3.25,1066,301,1,0,200,,2.76
R001929,C01929,month3,2026-08-08 19:35:00,E0069,디자인,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,LLM,LLM,,0,document,0,1,2.4,2.83,1699,579,1,0,200,,4.81
R001930,C01930,month3,2026-08-08 12:05:00,E0252,재무,IT,VPN,VPN 설치/접속 방법 알려줘,LLM,LLM,,0,coworker,0,0,2.3,3.07,1139,618,1,0,200,,4.19
R001931,C01931,month3,2026-08-29 05:08:00,E0017,고객지원,IT,계정,계정 잠금 해제 방법 알려줘,LLM,LLM,,0,unresolved,0,1,2.8,5.25,1827,401,1,0,200,,4.24
R001932,C01932,month3,2026-08-06 03:10:00,E0242,IT운영,일반규정,교육,사내 교육 신청 방법 알려줘,LLM,LLM,,0,department,1,0,2.5,6.36,1670,396,1,0,200,,4.0
R001933,C01933,month3,2026-08-04 19:08:00,E0124,인사,인사,급여,급여 지급/명세서 확인 방법 알려줘,LLM,LLM,,0,unresolved,0,1,1.8,5.63,1243,530,2,1,200,,7.93
R001934,C01934,month3,2026-08-03 15:42:00,E0162,영업,재무,출장비,출장비 정산 기준 알려줘,FAQ,FAQ,faq_출장비_v2,1,chatbot,0,1,4.8,0.4,0,0,0,0,200,,0.0
R001935,C01935,month3,2026-08-10 17:15:00,E0179,고객지원,인사,복지,복지포인트 사용 방법 알려줘,FAQ,FAQ,faq_복지_v2,1,chatbot,0,1,5.0,0.58,0,0,0,0,200,,0.0
R001936,C01936,month3,2026-08-26 14:25:00,E0069,디자인,일반규정,교육,사내 교육 신청 방법 알려줘,FAQ,FAQ,faq_교육_v2,1,chatbot,0,1,4.9,0.78,0,0,0,0,200,,0.0
R001937,C01937,month3,2026-08-01 16:58:00,E0061,인사,재무,경비,경비 처리 절차 알려줘,LLM,LLM,,1,chatbot,1,0,3.8,4.68,2126,365,1,0,200,,4.51
R001938,C01938,month3,2026-08-06 19:08:00,E0115,IT운영,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,FAQ,FAQ,faq_프로그램 설치_v2,1,chatbot,0,0,3.5,0.61,0,0,0,0,200,,0.0
R001939,C01939,month3,2026-08-24 02:02:00,E0031,개발,IT,네트워크,사내 인터넷 연결이 불안정해,RAG,RAG,네트워크_guide_v2,1,chatbot,1,1,4.6,2.47,901,411,1,0,200,,2.99
R001940,C01940,month3,2026-08-20 08:34:00,E0096,고객지원,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,LLM,LLM,,1,chatbot,0,1,5.0,5.74,1163,596,1,0,200,,4.13
R001941,C01941,month3,2026-08-08 21:37:00,E0062,재무,일반규정,교육,사내 교육 신청 방법 알려줘,LLM,LLM,,0,department,0,0,1.2,4.42,1514,344,1,0,200,,3.56
R001942,C01942,month3,2026-08-22 20:44:00,E0206,영업,IT,계정,계정 잠금 해제 방법 알려줘,LLM,LLM,,0,department,0,0,2.5,3.18,2105,414,1,0,200,,4.69
R001943,C01943,month3,2026-08-22 01:19:00,E0225,인사,IT,계정,계정 잠금 해제 방법 알려줘,LLM,LLM,,0,coworker,1,0,2.1,4.13,1230,295,1,0,200,,2.96
R001944,C01944,month3,2026-08-05 06:30:00,E0296,인사,총무,비품,사무용 비품 신청 방법 알려줘,FAQ,FAQ,faq_비품_v2,1,chatbot,1,1,3.7,0.22,0,0,0,0,200,,0.0
R001945,C01945,month3,2026-08-19 00:46:00,E0268,인사,IT,네트워크,사내 인터넷 연결이 불안정해,LLM,LLM,,0,unresolved,0,1,2.7,6.26,1070,370,1,0,200,,3.05
R001946,C01946,month3,2026-08-09 15:39:00,E0171,IT운영,총무,택배/우편,사내 우편 발송 절차 알려줘,LLM,LLM,,0,department,0,0,2.9,4.44,1896,365,1,0,200,,4.19
R001947,C01947,month3,2026-08-28 01:42:00,E0077,디자인,인사,복지,복지포인트 사용 방법 알려줘,LLM,LLM,,1,chatbot,0,0,4.5,6.65,1205,358,1,0,200,,3.19
R001948,C01948,month3,2026-08-09 04:07:00,E0107,영업,IT,네트워크,사내 인터넷 연결이 불안정해,RAG,RAG,네트워크_guide_v2,0,coworker,0,0,3.1,3.4,872,233,1,0,200,,2.2
R001949,C01949,month3,2026-08-14 07:57:00,E0110,영업,인사,급여,급여 지급/명세서 확인 방법 알려줘,RULE,RULE,,0,unresolved,0,0,2.2,0.23,0,0,0,0,200,,0.0
R001950,C01950,month3,2026-08-08 05:50:00,E0127,고객지원,총무,택배/우편,사내 우편 발송 절차 알려줘,LLM,LLM,,0,coworker,0,0,1.2,3.22,1559,386,2,1,200,,7.61
R001951,C01951,month3,2026-08-23 02:50:00,E0120,개발,총무,택배/우편,사내 우편 발송 절차 알려줘,RAG,RAG,택배/우편_guide_v2,1,chatbot,0,0,4.2,3.31,1127,221,1,0,200,,2.51
R001952,C01952,month3,2026-08-11 11:58:00,E0280,디자인,IT,계정,계정 잠금 해제 방법 알려줘,LLM,LLM,,0,coworker,1,1,2.3,2.88,1613,571,1,0,200,,4.66
R001953,C01953,month3,2026-08-07 12:30:00,E0226,영업,인사,급여,급여 지급/명세서 확인 방법 알려줘,RAG,RAG,급여_guide_v2,1,chatbot,1,0,4.2,5.53,1636,222,1,0,200,,3.22
R001954,C01954,month3,2026-08-15 04:23:00,E0119,인사,재무,경비,경비 처리 절차 알려줘,LLM,LLM,,0,department,1,0,2.0,3.2,1979,376,1,0,200,,4.35
R001955,C01955,month3,2026-08-20 15:54:00,E0230,기획,IT,계정,계정 잠금 해제 방법 알려줘,FAQ,FAQ,faq_계정_v2,1,chatbot,0,1,3.8,0.75,0,0,0,0,200,,0.0
R001956,C01956,month3,2026-08-03 05:22:00,E0079,기획,인사,복지,복지포인트 사용 방법 알려줘,LLM,LLM,,1,chatbot,1,0,4.9,5.48,1329,281,1,0,200,,3.04
R001957,C01957,month3,2026-08-03 19:09:00,E0200,재무,일반규정,보안,자료 반출 기준 알려줘,FAQ,FAQ,faq_보안_v2,1,chatbot,0,0,4.5,0.3,0,0,0,0,200,,0.0
R001958,C01958,month3,2026-08-04 18:23:00,E0173,IT운영,일반규정,교육,사내 교육 신청 방법 알려줘,LLM,LLM,,1,chatbot,0,0,3.9,5.85,1032,564,2,1,200,,7.63
R001959,C01959,month3,2026-08-19 21:40:00,E0104,영업,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,LLM,LLM,,0,coworker,0,1,4.4,4.35,1530,275,1,0,200,,3.3
R001960,C01960,month3,2026-08-20 04:26:00,E0276,재무,재무,경비,경비 처리 절차 알려줘,LLM,LLM,,1,chatbot,0,1,4.2,6.69,1578,264,1,0,200,,3.32
R001961,C01961,month3,2026-08-06 07:19:00,E0003,IT운영,총무,회의실,회의실 예약 방법 알려줘,LLM,LLM,,0,coworker,1,1,2.7,4.39,2077,231,1,0,200,,3.88
R001962,C01962,month3,2026-08-26 07:31:00,E0120,기획,인사,급여,급여 지급/명세서 확인 방법 알려줘,LLM,LLM,,0,department,0,0,3.0,5.96,1657,433,1,0,200,,4.14
R001963,C01963,month3,2026-08-04 12:17:00,E0036,기획,총무,비품,사무용 비품 신청 방법 알려줘,FAQ,FAQ,faq_비품_v2,1,chatbot,1,0,4.3,0.34,0,0,0,0,200,,0.0
R001964,C01964,month3,2026-08-28 06:44:00,E0053,IT운영,인사,급여,급여 지급/명세서 확인 방법 알려줘,LLM,LLM,,0,coworker,0,1,3.2,2.82,1181,328,1,0,200,,3.03
R001965,C01965,month3,2026-08-04 17:01:00,E0181,인사,IT,계정,계정 잠금 해제 방법 알려줘,LLM,LLM,,0,coworker,0,0,2.2,3.66,1271,515,1,0,200,,3.94
R001966,C01966,month3,2026-08-26 09:47:00,E0184,개발,인사,연차,연차 신청 방법 알려줘,LLM,LLM,,1,chatbot,1,0,3.3,3.72,1589,447,1,0,200,,4.1
R001967,C01967,month3,2026-08-14 03:32:00,E0047,영업,재무,경비,경비 처리 절차 알려줘,RULE,RULE,,0,department,0,1,2.1,0.61,0,0,0,0,200,,0.0
R001968,C01968,month3,2026-08-12 04:16:00,E0214,IT운영,IT,네트워크,사내 인터넷 연결이 불안정해,RAG,RAG,네트워크_guide_v2,0,department,1,0,2.9,5.63,1625,321,1,0,200,,3.62
R001969,C01969,month3,2026-08-20 07:17:00,E0261,인사,IT,네트워크,사내 인터넷 연결이 불안정해,FAQ,FAQ,faq_네트워크_v2,1,chatbot,0,1,4.2,0.82,0,0,0,0,200,,0.0
R001970,C01970,month3,2026-08-12 06:51:00,E0165,영업,인사,근태,근태 수정 절차 알려줘,LLM,LLM,,0,coworker,0,0,3.9,3.15,1248,247,1,0,200,,2.78
R001971,C01971,month3,2026-08-01 12:12:00,E0273,영업,IT,계정,계정 잠금 해제 방법 알려줘,RAG,RAG,계정_guide_v2,1,chatbot,0,1,3.3,5.88,1115,244,1,0,200,,2.59
R001972,C01972,month3,2026-08-27 12:40:00,E0280,기획,IT,네트워크,사내 인터넷 연결이 불안정해,RAG,RAG,네트워크_guide_v2,0,coworker,0,0,2.9,2.73,1065,303,1,0,200,,2.76
R001973,C01973,month3,2026-08-02 23:41:00,E0260,재무,재무,경비,경비 처리 절차 알려줘,LLM,LLM,,0,department,0,0,3.0,3.93,2068,423,1,0,200,,4.67
R001974,C01974,month3,2026-08-25 13:25:00,E0110,인사,일반규정,보안,자료 반출 기준 알려줘,LLM,LLM,,1,chatbot,1,1,4.3,4.24,2146,226,1,0,200,,3.95
R001975,C01975,month3,2026-08-28 00:22:00,E0062,인사,인사,근태,근태 수정 절차 알려줘,LLM,LLM,,0,department,1,1,3.3,5.97,1090,362,1,0,200,,3.05
R001976,C01976,month3,2026-08-20 02:29:00,E0217,영업,인사,급여,급여 지급/명세서 확인 방법 알려줘,RULE,RULE,,0,coworker,1,0,2.4,0.58,0,0,0,0,200,,0.0
R001977,C01977,month3,2026-08-02 08:39:00,E0147,인사,IT,네트워크,사내 인터넷 연결이 불안정해,LLM,LLM,,0,unresolved,0,0,2.2,6.64,1647,437,1,0,200,,4.14
R001978,C01978,month3,2026-08-15 07:16:00,E0127,기획,IT,계정,계정 잠금 해제 방법 알려줘,FAQ,FAQ,faq_계정_v2,1,chatbot,1,1,3.6,0.39,0,0,0,0,200,,0.0
R001979,C01979,month3,2026-08-10 23:33:00,E0122,IT운영,IT,네트워크,사내 인터넷 연결이 불안정해,RULE,RULE,,0,coworker,1,0,2.4,0.58,0,0,0,0,200,,0.0
R001980,C01980,month3,2026-08-05 04:24:00,E0099,고객지원,총무,비품,사무용 비품 신청 방법 알려줘,FAQ,FAQ,faq_비품_v2,1,chatbot,1,0,3.9,0.22,0,0,0,0,200,,0.0
R001981,C01981,month3,2026-08-15 19:27:00,E0106,IT운영,IT,계정,계정 잠금 해제 방법 알려줘,FAQ,FAQ,faq_계정_v2,1,chatbot,0,0,3.8,0.34,0,0,0,0,200,,0.0
R001982,C01982,month3,2026-08-22 00:40:00,E0156,IT운영,총무,택배/우편,사내 우편 발송 절차 알려줘,FAQ,FAQ,faq_택배/우편_v2,1,chatbot,0,0,4.4,0.76,0,0,0,0,200,,0.0
R001983,C01983,month3,2026-08-24 20:04:00,E0087,고객지원,총무,회의실,회의실 예약 방법 알려줘,LLM,LLM,,0,department,1,1,2.6,5.11,2116,252,1,0,200,,4.02
R001984,C01984,month3,2026-08-15 10:01:00,E0048,기획,IT,VPN,VPN 설치/접속 방법 알려줘,FAQ,FAQ,faq_VPN_v2,1,chatbot,0,1,4.9,0.31,0,0,0,0,200,,0.0
R001985,C01985,month3,2026-08-21 18:15:00,E0213,IT운영,IT,VPN,VPN 설치/접속 방법 알려줘,RAG,RAG,VPN_guide_v2,1,chatbot,0,0,5.0,3.44,1241,435,1,0,200,,3.56
R001986,C01986,month3,2026-08-08 19:49:00,E0185,개발,인사,근태,근태 수정 절차 알려줘,LLM,LLM,,1,chatbot,0,0,3.9,2.94,1415,436,1,0,200,,3.81
R001987,C01987,month3,2026-08-08 09:53:00,E0103,IT운영,총무,회의실,회의실 예약 방법 알려줘,FAQ,FAQ,faq_회의실_v2,1,chatbot,1,0,4.8,0.59,0,0,0,0,200,,0.0
R001988,C01988,month3,2026-08-22 00:24:00,E0168,디자인,재무,출장비,출장비 정산 기준 알려줘,LLM,LLM,,1,chatbot,0,0,4.0,6.21,1967,452,1,0,200,,4.65
R001989,C01989,month3,2026-08-18 23:41:00,E0285,재무,IT,계정,계정 잠금 해제 방법 알려줘,RULE,RULE,,0,department,0,1,1.6,0.39,0,0,0,0,200,,0.0
R001990,C01990,month3,2026-08-14 16:06:00,E0008,IT운영,IT,네트워크,사내 인터넷 연결이 불안정해,RULE,RULE,,0,unresolved,1,0,3.3,0.2,0,0,0,0,200,,0.0
R001991,C01991,month3,2026-08-10 07:57:00,E0139,인사,IT,계정,계정 잠금 해제 방법 알려줘,FAQ,FAQ,faq_계정_v2,1,chatbot,0,0,3.9,0.84,0,0,0,0,200,,0.0
R001992,C01992,month3,2026-08-11 19:42:00,E0041,영업,일반규정,재택근무,재택근무 규정 알려줘,RAG,RAG,재택근무_guide_v2,0,document,0,1,3.4,5.17,1518,316,1,0,200,,3.45
R001993,C01993,month3,2026-08-22 16:48:00,E0296,기획,IT,네트워크,사내 인터넷 연결이 불안정해,RAG,RAG,네트워크_guide_v2,1,chatbot,0,0,4.5,5.11,1483,289,1,0,200,,3.29
R001994,C01994,month3,2026-08-23 21:36:00,E0122,IT운영,총무,택배/우편,사내 우편 발송 절차 알려줘,LLM,LLM,,1,chatbot,0,0,4.9,4.45,1418,398,1,0,200,,3.66
R001995,C01995,month3,2026-08-05 23:01:00,E0223,기획,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,LLM,LLM,,0,department,1,0,2.8,4.68,1999,334,1,0,200,,4.2
R001996,C01996,month3,2026-08-03 17:31:00,E0125,IT운영,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,LLM,LLM,,1,chatbot,1,1,4.1,5.33,1642,400,1,0,200,,3.98
R001997,C01997,month3,2026-08-27 02:09:00,E0034,IT운영,재무,출장비,출장비 정산 기준 알려줘,LLM,LLM,,0,unresolved,0,0,3.1,5.63,1677,301,1,0,200,,3.61
R001998,C01998,month3,2026-08-19 00:36:00,E0174,고객지원,인사,근태,근태 수정 절차 알려줘,RAG,RAG,근태_guide_v2,1,chatbot,0,0,3.8,4.88,1343,212,1,0,200,,2.77
R001999,C01999,month3,2026-08-08 12:23:00,E0015,기획,인사,복지,복지포인트 사용 방법 알려줘,RAG,RAG,복지_guide_v2,1,chatbot,0,0,5.0,4.2,1474,432,2,1,200,,7.76
R002000,C02000,month3,2026-08-14 23:23:00,E0085,IT운영,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,RAG,RAG,프로그램 설치_guide_v2,1,chatbot,0,1,3.8,4.73,1120,415,1,0,200,,3.31
R002001,C02001,month3,2026-08-01 19:34:00,E0191,인사,일반규정,보안,자료 반출 기준 알려줘,RAG,RAG,보안_guide_v2,1,chatbot,0,0,3.9,5.69,910,386,1,0,200,,2.9
R002002,C02002,month3,2026-08-21 23:33:00,E0026,재무,일반규정,교육,사내 교육 신청 방법 알려줘,LLM,LLM,,0,unresolved,0,0,4.2,4.22,1063,230,1,0,200,,2.45
R002003,C02003,month3,2026-08-05 00:25:00,E0172,재무,인사,복지,복지포인트 사용 방법 알려줘,LLM,LLM,,0,department,1,0,2.6,3.43,1188,264,1,0,200,,2.77
R002004,C02004,month3,2026-08-25 15:47:00,E0229,인사,IT,계정,계정 잠금 해제 방법 알려줘,LLM,LLM,,0,coworker,0,0,2.6,3.24,1756,394,1,0,200,,4.11
R002005,C02005,month3,2026-08-29 00:07:00,E0119,디자인,일반규정,보안,자료 반출 기준 알려줘,LLM,LLM,,1,chatbot,0,0,4.5,3.59,1979,243,1,0,200,,3.79
R002006,C02006,month3,2026-08-22 19:23:00,E0282,영업,일반규정,보안,자료 반출 기준 알려줘,LLM,LLM,,0,department,0,1,1.6,4.12,1189,504,1,0,200,,3.78
R002007,C02007,month3,2026-08-05 22:14:00,E0093,고객지원,총무,비품,사무용 비품 신청 방법 알려줘,RAG,RAG,비품_guide_v2,0,coworker,1,1,2.6,3.59,1747,209,1,0,200,,3.32
R002008,C02008,month3,2026-08-17 02:45:00,E0299,영업,IT,VPN,VPN 설치/접속 방법 알려줘,LLM,LLM,,0,department,1,0,3.2,3.02,1923,439,1,0,200,,4.54
R002009,C02009,month3,2026-08-25 17:04:00,E0119,기획,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,RAG,RAG,프로그램 설치_guide_v2,1,chatbot,0,0,3.5,5.16,1008,310,1,0,200,,2.71
R002010,C02010,month3,2026-08-08 17:55:00,E0297,영업,IT,네트워크,사내 인터넷 연결이 불안정해,LLM,LLM,,0,document,0,0,2.7,3.02,1247,565,1,0,200,,4.12
R002011,C02011,month3,2026-08-30 04:40:00,E0013,영업,총무,비품,사무용 비품 신청 방법 알려줘,FAQ,FAQ,faq_비품_v2,1,chatbot,0,0,4.5,0.71,0,0,0,0,200,,0.0
R002012,C02012,month3,2026-08-22 12:50:00,E0030,IT운영,인사,복지,복지포인트 사용 방법 알려줘,LLM,LLM,,1,chatbot,1,1,4.6,4.31,1822,616,1,0,200,,5.14
R002013,C02013,month3,2026-08-20 18:56:00,E0098,고객지원,IT,네트워크,사내 인터넷 연결이 불안정해,RAG,RAG,네트워크_guide_v2,0,document,0,0,1.9,3.64,1131,210,1,0,200,,2.47
R002014,C02014,month3,2026-08-06 02:25:00,E0103,영업,인사,연차,연차 신청 방법 알려줘,RULE,RULE,,0,coworker,1,0,2.7,0.55,0,0,0,0,200,,0.0
R002015,C02015,month3,2026-08-23 23:00:00,E0029,재무,총무,회의실,회의실 예약 방법 알려줘,LLM,LLM,,1,chatbot,0,1,3.2,3.47,1945,220,1,0,200,,3.65
R002016,C02016,month3,2026-08-08 12:47:00,E0053,영업,재무,출장비,출장비 정산 기준 알려줘,RAG,RAG,출장비_guide_v2,0,department,1,0,3.3,3.81,1562,190,1,0,200,,2.98
R002017,C02017,month3,2026-08-20 09:18:00,E0187,IT운영,총무,택배/우편,사내 우편 발송 절차 알려줘,LLM,LLM,,0,coworker,0,0,2.2,3.07,1705,279,1,0,200,,3.56
R002018,C02018,month3,2026-08-04 05:26:00,E0081,재무,재무,출장비,출장비 정산 기준 알려줘,LLM,LLM,,0,coworker,0,0,2.7,6.56,1178,361,1,0,200,,3.17
R002019,C02019,month3,2026-08-26 08:56:00,E0082,재무,일반규정,보안,자료 반출 기준 알려줘,FAQ,FAQ,faq_보안_v2,1,chatbot,1,1,3.9,0.68,0,0,0,0,200,,0.0
R002020,C02020,month3,2026-08-25 23:38:00,E0120,IT운영,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,RULE,RULE,,0,coworker,0,1,2.0,0.36,0,0,0,0,200,,0.0
R002021,C02021,month3,2026-08-25 23:59:00,E0063,고객지원,인사,급여,급여 지급/명세서 확인 방법 알려줘,LLM,LLM,,0,department,1,0,2.8,3.93,1267,392,1,0,200,,3.42
R002022,C02022,month3,2026-08-03 21:32:00,E0008,IT운영,재무,출장비,출장비 정산 기준 알려줘,RAG,RAG,출장비_guide_v2,1,chatbot,0,1,4.2,5.49,949,296,1,0,200,,2.57
R002023,C02023,month3,2026-08-27 05:14:00,E0160,디자인,인사,급여,급여 지급/명세서 확인 방법 알려줘,RAG,RAG,급여_guide_v2,0,unresolved,1,0,1.5,4.33,1016,275,1,0,200,,2.58
R002024,C02024,month3,2026-08-28 20:43:00,E0227,개발,인사,복지,복지포인트 사용 방법 알려줘,LLM,LLM,,0,unresolved,0,1,3.4,6.08,1850,611,1,0,200,,5.16
R002025,C02025,month3,2026-08-24 23:03:00,E0188,고객지원,IT,네트워크,사내 인터넷 연결이 불안정해,RULE,RULE,,0,department,0,1,2.0,0.3,0,0,0,0,200,,0.0
R002026,C02026,month3,2026-08-11 13:55:00,E0183,영업,IT,계정,계정 잠금 해제 방법 알려줘,RAG,RAG,계정_guide_v2,1,chatbot,1,0,3.0,5.88,1268,388,1,0,200,,3.4
R002027,C02027,month3,2026-08-01 20:29:00,E0224,디자인,IT,네트워크,사내 인터넷 연결이 불안정해,RAG,RAG,네트워크_guide_v2,1,chatbot,0,1,4.4,3.86,1381,353,1,0,200,,3.42
R002028,C02028,month3,2026-08-14 18:47:00,E0156,재무,IT,네트워크,사내 인터넷 연결이 불안정해,LLM,LLM,,1,chatbot,1,0,5.0,4.44,1457,243,1,0,200,,3.06
R002029,C02029,month3,2026-08-27 01:43:00,E0059,고객지원,인사,연차,연차 신청 방법 알려줘,RULE,RULE,,0,document,0,0,1.1,0.31,0,0,0,0,200,,0.0
R002030,C02030,month3,2026-08-29 14:03:00,E0219,인사,인사,급여,급여 지급/명세서 확인 방법 알려줘,LLM,LLM,,0,coworker,0,0,2.6,6.33,1229,477,1,0,200,,3.72
R002031,C02031,month3,2026-08-26 20:29:00,E0108,재무,총무,비품,사무용 비품 신청 방법 알려줘,LLM,LLM,,0,unresolved,0,0,2.9,6.58,1608,494,1,0,200,,4.33
R002032,C02032,month3,2026-08-18 12:32:00,E0117,고객지원,일반규정,재택근무,재택근무 규정 알려줘,FAQ,FAQ,faq_재택근무_v2,1,chatbot,0,1,4.2,0.82,0,0,0,0,200,,0.0
R002033,C02033,month3,2026-08-06 11:15:00,E0013,디자인,일반규정,보안,자료 반출 기준 알려줘,LLM,LLM,,1,chatbot,1,0,4.7,3.07,1437,239,1,0,200,,3.02
